"행정구역별(1)","특성별(1)",특성별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"행정구역별(1)","특성별(1)",특성별(2),계,몸이 아파 집안일을 부탁할 경우 - 도움을 받을 수 있는 사람 있음,몸이 아파 집안일을 부탁할 경우 - 도움을 받을 수 있는 사람 없음,몸이 아파 집안일을 부탁할 경우 도움을 받을 수 있는 인원(평균) (명),갑자기 많은 돈을 빌려야 할 경우 - 도움을 받을 수 있는 사람 있음,갑자기 많은 돈을 빌려야 할경우 - 도움을 받을 수 있는 사람 없음,갑자기 많은 돈을 빌려야 할 경우 도움을 받을 수 있는 인원(평균) (명),낙심하거나 우울해서 이야기 상대가 필요한 경우 - 도움을 받을 수 있는 사람 있음,낙심하거나 우울해서 이야기 상대가 필요한 경우 - 도움을 받을 수 있는 사람 없음,낙심하거나 우울해서 이야기 상대가 필요한 경우 도움을 받을 수 있는 인원(평균) (명)
"전국","전체",계,100.0,79.6,20.4,2.3,51.4,48.6,2.2,83.3,16.7,2.9
"전국","동·읍면부",동부,100.0,79.7,20.3,2.3,52.4,47.6,2.2,84.0,16.0,3.0
"전국","동·읍면부",읍면부,100.0,79.2,20.8,2.3,47.1,52.9,2.2,80.3,19.7,2.8
"전국","성별",남자,100.0,79.4,20.6,2.4,51.0,49.0,2.3,81.2,18.8,3.0
"전국","성별",여자,100.0,79.7,20.3,2.2,51.9,48.1,2.1,85.4,14.6,2.9
"전국","연령",13~18세,100.0,,,,58.5,41.5,3.2,90.1,9.9,4.4
"전국","연령",15~29세,,,,,,,,,,
"전국","연령",19~29세,100.0,85.9,14.1,2.8,62.6,37.4,2.6,89.3,10.7,3.7
"전국","연령",30∼39세,100.0,83.4,16.6,2.3,62.5,37.5,2.1,88.9,11.1,2.9
"전국","연령",40∼49세,100.0,79.3,20.7,2.2,56.6,43.4,2.0,84.9,15.1,2.8
"전국","연령",50∼59세,100.0,77.0,23.0,2.2,46.0,54.0,2.0,81.3,18.7,2.7
"전국","연령",60세 이상,100.0,75.1,24.9,2.1,35.5,64.5,1.9,74.5,25.5,2.3
"전국","연령",65세 이상,100.0,74.5,25.5,2.0,33.4,66.6,1.9,72.6,27.4,2.2
"전국","교육정도",초졸이하,100.0,71.5,28.5,2.0,33.7,66.3,2.4,72.6,27.4,2.7
"전국","교육정도",중 졸,100.0,73.5,26.5,2.1,41.2,58.8,2.5,78.9,21.1,3.0
"전국","교육정도",고 졸,100.0,79.3,20.7,2.3,49.9,50.1,2.1,82.8,17.2,2.9
"전국","교육정도",대졸이상,100.0,83.6,16.4,2.4,62.4,37.6,2.2,89.0,11.0,3.1
"전국","혼인상태",미? 혼,100.0,82.4,17.6,2.6,58.4,41.6,2.6,86.8,13.2,3.6
"전국","혼인상태",배우자 있음,100.0,81.1,18.9,2.2,52.0,48.0,2.0,84.2,15.8,2.7
"전국","혼인상태",사? 별,100.0,72.0,28.0,2.0,32.2,67.8,2.0,70.7,29.3,2.3
"전국","혼인상태",이? 혼,100.0,62.3,37.7,2.1,32.6,67.4,1.9,71.0,29.0,2.4
"전국","경제활동상태",취? 업,100.0,81.0,19.0,2.3,54.7,45.3,2.2,85.0,15.0,2.9
"전국","경제활동상태",실업 및 비경제활동,100.0,77.1,22.9,2.2,46.5,53.5,2.3,80.8,19.2,3.0
"전국","산업",농림어업,100.0,79.9,20.1,2.3,46.8,53.2,2.1,78.3,21.7,2.4
"전국","산업",광업·제조업,100.0,81.7,18.3,2.3,55.8,44.2,2.1,84.0,16.0,2.8
"전국","산업",사회간접자본?기타서비스업,100.0,80.9,19.1,2.3,55.1,44.9,2.2,85.8,14.2,3.0
"전국","직업",전문관리,100.0,85.7,14.3,2.4,65.3,34.7,2.2,90.7,9.3,3.1
"전국","직업",사? 무,100.0,84.9,15.1,2.5,63.8,36.2,2.3,91.1,8.9,3.2
"전국","직업",서비스판매,100.0,81.2,18.8,2.3,54.7,45.3,2.2,85.7,14.3,2.9
"전국","직업",농어업,100.0,79.6,20.4,2.2,46.8,53.2,2.1,78.6,21.4,2.4
"전국","직업",기능노무,100.0,75.7,24.3,2.2,43.7,56.3,2.0,78.3,21.7,2.6
"전국","종사상지위",임금근로자,100.0,81.1,18.9,2.4,55.3,44.7,2.2,85.7,14.3,3.0
"전국","종사상지위",고용주,100.0,85.2,14.8,2.3,63.8,36.2,2.1,87.6,12.4,2.7
"전국","종사상지위",자영자,100.0,78.6,21.4,2.2,50.2,49.8,2.0,81.2,18.8,2.6
"전국","주관적 만족감",만족,100.0,86.0,14.0,2.5,64.5,35.5,2.4,90.9,9.1,3.4
"전국","주관적 만족감",보통,100.0,78.8,21.2,2.2,47.5,52.5,2.0,82.3,17.7,2.6
"전국","주관적 만족감",불만족,100.0,67.5,32.5,2.0,31.4,68.6,2.0,68.5,31.5,2.5
"전국","가구소득",100만원 미만,100.0,68.0,32.0,2.1,29.3,70.7,2.2,69.3,30.7,2.5
"전국","가구소득",100∼200만원 미만,100.0,73.4,26.6,2.1,37.1,62.9,2.1,76.1,23.9,2.6
"전국","가구소득",200∼300만원 미만,100.0,77.8,22.2,2.3,48.2,51.8,2.2,81.9,18.1,2.8
"전국","가구소득",300∼400만원 미만,100.0,82.2,17.8,2.3,54.9,45.1,2.1,86.6,13.4,3.0
"전국","가구소득",400~500만원 미만,100.0,83.7,16.3,2.3,60.2,39.8,2.2,88.0,12.0,3.0
"전국","가구소득",500∼600만원 미만,100.0,84.6,15.4,2.4,63.4,36.6,2.3,89.9,10.1,3.3
"전국","가구소득",600만원 이상,100.0,87.7,12.3,2.5,66.8,33.2,2.4,90.7,9.3,3.4
"전국","연령*성별",30∼39세*남자,100.0,83.3,16.7,2.4,62.5,37.5,2.2,87.8,12.2,3.0
"전국","연령*성별",30∼39세*여자,100.0,83.6,16.4,2.2,62.5,37.5,2.0,90.1,9.9,2.9
"전국","연령*성별",40∼49세*남자,100.0,78.8,21.2,2.2,55.2,44.8,2.1,81.8,18.2,2.7
"전국","연령*성별",40∼49세*여자,100.0,79.9,20.1,2.2,58.0,42.0,2.0,88.1,11.9,2.8
"전국","연령*성별",50∼59세*남자,100.0,77.0,23.0,2.2,44.6,55.4,2.1,77.8,22.2,2.7
"전국","연령*성별",50∼59세*여자,100.0,77.1,22.9,2.2,47.4,52.6,1.9,84.8,15.2,2.7
"전국","연령*성별",60세 이상*남자,100.0,76.4,23.6,2.1,36.6,63.4,2.0,73.0,27.0,2.3
"전국","연령*성별",60세 이상*여자,100.0,74.1,25.9,2.0,34.6,65.4,1.9,75.8,24.2,2.3
"전국","연령*성별",65세 이상*남자,100.0,75.9,24.1,2.1,34.3,65.7,2.0,71.8,28.2,2.2
"전국","연령*성별",65세 이상*여자,100.0,73.5,26.5,2.0,32.6,67.4,1.9,73.3,26.7,2.2
"전국","연령*교육정도",30∼39세*중졸이하,100.0,70.2,29.8,2.1,42.2,57.8,2.1,64.2,35.8,2.8
"전국","연령*교육정도",30∼39세*고졸,100.0,80.0,20.0,2.2,53.4,46.6,1.9,84.6,15.4,2.7
"전국","연령*교육정도",30∼39세*대졸이상,100.0,85.2,14.8,2.3,66.9,33.1,2.2,91.4,8.6,3.0
