"행정구역(시도)별(1)","특성별(1)",특성별(2),2020,2020,2020,2020,2020,2020
"행정구역(시도)별(1)","특성별(1)",특성별(2),계,매우 좋다,약간 좋다,보통,약간 나쁘다,매우 나쁘다
"전국","전체",계,100.0,11.8,33.9,45.2,8.1,1.0
"전국","동·읍면부",동부,100.0,9.4,33.3,47.7,8.6,1.0
"전국","동·읍면부",읍면부,100.0,22.7,36.8,33.9,5.7,0.9
"전국","성별",남자,100.0,11.7,34.3,45.0,8.0,1.0
"전국","성별",여자,100.0,11.8,33.6,45.4,8.2,1.0
"전국","주택유형",단독주택,100.0,16.5,31.7,42.6,8.2,1.0
"전국","주택유형",아파트,100.0,10.6,36.9,44.4,7.2,0.9
"전국","주택유형",기 타1,100.0,7.7,27.6,52.4,11.1,1.2
"전국","연령",13∼19세,100.0,17.2,35.8,41.0,5.0,0.9
"전국","연령",20∼29세,100.0,8.7,32.3,49.1,8.5,1.3
"전국","연령",30∼39세,100.0,7.9,32.0,49.1,10.0,1.1
"전국","연령",40∼49세,100.0,10.2,35.9,44.9,7.9,1.2
"전국","연령",50∼59세,100.0,10.6,33.4,47.0,8.1,0.9
"전국","연령",60세이상,100.0,16.2,34.5,40.9,7.7,0.7
"전국","연령",65세이상,100.0,18.0,35.2,39.0,7.2,0.7
"전국","교육정도",초졸이하,100.0,19.1,35.2,38.3,6.6,0.9
"전국","교육정도",중 졸,100.0,13.9,33.0,44.6,7.6,1.0
"전국","교육정도",고 졸,100.0,10.4,30.9,49.5,8.2,1.0
"전국","교육정도",대졸이상,100.0,10.0,36.7,43.7,8.6,1.0
"전국","혼인상태",미? 혼,100.0,10.7,32.8,46.8,8.5,1.1
"전국","혼인상태",배우자 있음,100.0,11.8,35.0,44.5,7.8,0.9
"전국","혼인상태",사? 별,100.0,18.3,35.4,37.7,7.6,0.9
"전국","혼인상태",이? 혼,100.0,9.6,28.1,52.3,9.3,0.8
"전국","경제활동",취? 업,100.0,11.0,34.2,45.6,8.3,0.9
"전국","경제활동",실업 및 비경제활동,100.0,12.7,33.7,44.8,7.8,1.0
"전국","산업",농림어업,100.0,33.1,34.1,26.3,5.5,0.9
"전국","산업",광공업,100.0,7.3,33.7,49.1,9.0,0.9
"전국","산업",사회간접자본?기타서비스업,100.0,10.2,34.3,46.2,8.4,0.9
"전국","직업",전문관리,100.0,10.2,37.2,43.4,8.2,0.9
"전국","직업",사? 무,100.0,9.3,36.6,45.3,8.3,0.5
"전국","직업",서비스판매,100.0,9.6,32.1,49.0,8.2,1.2
"전국","직업",농어업,100.0,33.6,34.5,25.9,5.1,1.0
"전국","직업",기능노무,100.0,9.5,31.8,48.5,9.1,1.1
"전국","종사상의 지위",임금근로자,100.0,9.9,34.3,46.7,8.3,0.9
"전국","종사상의 지위",고용주,100.0,9.1,35.2,46.4,8.2,1.0
"전국","종사상의 지위",자영자,100.0,14.8,33.5,41.7,8.7,1.2
"전국","주관적 만족감",만족,100.0,16.0,40.1,37.0,6.1,0.8
"전국","주관적 만족감",보통,100.0,8.9,30.0,51.7,8.4,0.9
"전국","주관적 만족감",불만족,100.0,7.4,26.8,50.2,13.6,1.9
"전국","가구소득",100만원 미만,100.0,16.7,33.2,41.1,8.1,0.9
"전국","가구소득",100∼200만원 미만,100.0,12.8,30.6,46.8,8.7,1.1
"전국","가구소득",200∼300만원 미만,100.0,10.5,31.2,48.5,8.8,1.0
"전국","가구소득",300∼400만원 미만,100.0,10.3,33.1,47.1,8.6,0.9
"전국","가구소득",400~500만원 미만,100.0,9.2,34.5,46.9,8.4,1.0
"전국","가구소득",500∼600만원 미만,100.0,10.4,37.3,43.8,7.7,0.8
"전국","가구소득",600만원 이상,100.0,13.1,39.3,40.4,6.2,1.1
"전국","연령*성별",13~19세*남자,100.0,19.2,36.7,38.3,4.4,1.3
"전국","연령*성별",13~19세*여자,100.0,15.1,34.9,43.9,5.7,0.5
"전국","연령*성별",20∼29세*남자,100.0,9.9,31.1,49.3,8.4,1.3
"전국","연령*성별",20∼29세*여자,100.0,7.5,33.6,48.9,8.7,1.3
"전국","연령*성별",30∼39세*남자,100.0,8.0,32.2,49.7,9.0,1.0
"전국","연령*성별",30∼39세*여자,100.0,7.9,31.7,48.3,11.0,1.1
"전국","연령*성별",40∼49세*남자,100.0,10.1,37.0,43.5,8.1,1.4
"전국","연령*성별",40∼49세*여자,100.0,10.3,34.7,46.4,7.7,0.9
"전국","연령*성별",50∼59세*남자,100.0,10.6,34.0,46.5,8.1,0.8
"전국","연령*성별",50∼59세*여자,100.0,10.6,32.9,47.5,8.0,1.0
"전국","연령*성별",60세 이상*남자,100.0,15.0,35.3,41.3,7.9,0.5
"전국","연령*성별",60세 이상*여자,100.0,17.1,33.9,40.6,7.6,0.8
"전국","연령*성별",65세 이상*남자,100.0,16.9,34.9,40.4,7.4,0.5
"전국","연령*성별",65세 이상*여자,100.0,18.8,35.4,38.0,7.0,0.8
"전국","연령*교육정도",20∼29세*중졸이하,100.0,0.4,14.7,74.8,6.1,3.9
"전국","연령*교육정도",20∼29세*고졸,100.0,10.4,31.1,50.0,7.3,1.2
"전국","연령*교육정도",20∼29세*대졸이상,100.0,7.2,34.0,47.5,9.9,1.4
"전국","연령*교육정도",30∼39세*중졸이하,100.0,16.9,20.9,55.9,4.7,1.7
"전국","연령*교육정도",30∼39세*고졸,100.0,6.6,27.3,54.3,10.3,1.6
"전국","연령*교육정도",30∼39세*대졸이상,100.0,8.2,34.2,46.7,10.0,0.9
"전국","연령*교육정도",40∼49세*중졸이하,100.0,8.5,30.9,48.8,9.9,1.9
"전국","연령*교육정도",40∼49세*고졸,100.0,9.0,31.7,49.6,8.3,1.4
"전국","연령*교육정도",40∼49세*대졸이상,100.0,11.1,38.8,41.6,7.5,1.0
"전국","연령*교육정도",50∼59세*중졸이하,100.0,10.7,30.4,49.7,7.9,1.3
"전국","연령*교육정도",50∼59세*고졸,100.0,10.0,29.5,50.8,8.7,0.9
"전국","연령*교육정도",50∼59세*대졸이상,100.0,11.4,40.0,40.7,7.2,0.7
"전국","연령*교육정도",60세 이상*중졸이하,100.0,17.9,34.8,39.3,7.3,0.7
"전국","연령*교육정도",60세 이상*고졸,100.0,13.2,32.5,45.4,8.4,0.5
"전국","연령*교육정도",60세 이상*대졸이상,100.0,15.1,37.4,38.7,8.0,0.8
"전국","연령*교육정도",65세 이상*중졸이하,100.0,19.2,35.7,37.6,6.8,0.8
"전국","연령*교육정도",65세 이상*고졸,100.0,14.4,34.2,42.6,8.4,0.4
"전국","연령*교육정도",65세 이상*대졸이상,100.0,18.2,34.1,40.0,6.9,0.8
"서울","전체",계,100.0,6.6,30.6,50.6,10.9,1.3
"서울","성별",남자,100.0,6.5,32.0,50.5,9.7,1.4
"서울","성별",여자,100.0,6.6,29.3,50.8,12.1,1.2
"서울","교육정도",초졸이하,100.0,7.3,31.1,47.7,11.9,1.9
"서울","교육정도",중 졸,100.0,10.9,25.7,50.4,12.4,0.5
