"행정구역별(1)","특성별(1)",특성별(2),2019,2019,2019,2019,2019
"행정구역별(1)","특성별(1)",특성별(2),계,매우 믿을 수 있음,약간 믿을 수 있음,별로 믿을 수 없음,전혀 믿을 수 없음
"전국","전체",계,100.0,3.2,47.7,43.1,5.9
"전국","동·읍면부",동부,100.0,2.9,47.3,43.7,6.1
"전국","동·읍면부",읍면부,100.0,4.3,49.9,40.8,5.0
"전국","성별",남자,100.0,3.5,47.4,42.9,6.2
"전국","성별",여자,100.0,2.9,48.1,43.4,5.7
"전국","연령",13∼19세,100.0,5.0,49.7,39.5,5.7
"전국","연령",20∼29세,100.0,2.6,42.5,47.0,7.9
"전국","연령",30∼39세,100.0,2.2,46.4,45.3,6.1
"전국","연령",40∼49세,100.0,2.9,50.4,42.2,4.5
"전국","연령",50∼59세,100.0,3.4,48.6,42.2,5.8
"전국","연령",60세 이상,100.0,3.6,48.5,42.0,5.8
"전국","연령",65세 이상,100.0,3.8,49.3,41.1,5.7
"전국","교육정도",초졸이하,100.0,4.4,49.4,40.6,5.6
"전국","교육정도",중 졸,100.0,4.0,46.3,43.8,5.8
"전국","교육정도",고 졸,100.0,3.0,43.3,46.8,6.9
"전국","교육정도",대졸이상,100.0,2.7,51.9,40.2,5.2
"전국","혼인상태",미? 혼,100.0,3.3,44.7,44.9,7.1
"전국","혼인상태",배우자 있음,100.0,3.0,49.7,42.0,5.3
"전국","혼인상태",사? 별,100.0,4.3,49.9,40.7,5.2
"전국","혼인상태",이? 혼,100.0,2.8,41.4,48.2,7.6
"전국","경제활동상태",취? 업,100.0,3.2,48.1,42.9,5.9
"전국","경제활동상태",실업 및 비경제활동,100.0,3.2,47.3,43.5,6.0
"전국","산업",농림어업,100.0,6.0,51.3,38.2,4.5
"전국","산업",광업·제조업,100.0,3.0,45.7,45.9,5.5
"전국","산업",사회간접자본?기타서비스업,100.0,3.0,48.4,42.5,6.1
"전국","직업",전문관리,100.0,3.0,54.1,38.2,4.7
"전국","직업",사? 무,100.0,2.7,50.3,41.7,5.3
"전국","직업",서비스판매,100.0,2.9,44.9,44.6,7.6
"전국","직업",농어업,100.0,6.2,51.4,38.1,4.3
"전국","직업",기능노무,100.0,3.2,44.0,46.7,6.0
"전국","종사상지위",임금근로자,100.0,3.1,48.2,42.9,5.8
"전국","종사상지위",고용주,100.0,3.4,46.5,43.7,6.4
"전국","종사상지위",자영자,100.0,3.2,47.2,43.5,6.1
"전국","가구소득",100만원 미만,100.0,3.5,44.7,45.0,6.8
"전국","가구소득",100∼200만원 미만,100.0,3.8,42.7,46.5,7.1
"전국","가구소득",200∼300만원 미만,100.0,2.9,46.9,44.2,6.0
"전국","가구소득",300∼400만원 미만,100.0,2.5,47.3,43.9,6.3
"전국","가구소득",400~500만원 미만,100.0,2.6,49.8,42.1,5.4
"전국","가구소득",500∼600만원 미만,100.0,3.9,51.2,40.1,4.9
"전국","가구소득",600만원 이상,100.0,3.6,52.6,39.1,4.8
"전국","연령*성별",13~19세*남자,100.0,6.8,49.7,38.4,5.2
"전국","연령*성별",13~19세*여자,100.0,3.2,49.8,40.8,6.2
"전국","연령*성별",20∼29세*남자,100.0,2.9,42.4,46.4,8.3
"전국","연령*성별",20∼29세*여자,100.0,2.3,42.6,47.5,7.6
"전국","연령*성별",30∼39세*남자,100.0,2.3,46.3,44.5,6.9
"전국","연령*성별",30∼39세*여자,100.0,2.0,46.5,46.2,5.3
"전국","연령*성별",40∼49세*남자,100.0,3.0,50.0,42.3,4.7
