"행정구역별(1)","특성별(1)",특성별(2),2019,2019,2019,2019,2019,2019
"행정구역별(1)","특성별(1)",특성별(2),계,매우 만족,약간 만족,보통,약간 불만족,매우 불만족
"전국","전체",계,100.0,15.4,36.0,43.1,4.6,0.9
"전국","동·읍면부",동부,100.0,14.8,35.5,44.0,4.8,0.9
"전국","동·읍면부",읍면부,100.0,17.9,38.5,39.1,3.9,0.5
"전국","성별",남자,100.0,15.8,35.6,43.3,4.5,0.8
"전국","성별",여자,100.0,15.0,36.4,42.9,4.7,0.9
"전국","연령",13∼19세,100.0,31.2,37.2,28.1,2.8,0.7
"전국","연령",20∼29세,100.0,19.6,37.9,37.3,4.5,0.7
"전국","연령",30∼39세,100.0,12.4,38.9,43.9,3.8,0.9
"전국","연령",40∼49세,100.0,12.2,38.0,44.4,4.4,1.0
"전국","연령",50∼59세,100.0,13.9,34.6,45.5,5.3,0.7
"전국","연령",60세 이상,100.0,13.4,32.2,47.9,5.5,1.0
"전국","연령",65세 이상,100.0,13.2,31.4,48.1,6.2,1.2
"전국","교육정도",초졸이하,100.0,15.5,31.8,45.2,6.3,1.2
"전국","교육정도",중 졸,100.0,19.3,31.6,43.2,5.0,0.8
"전국","교육정도",고 졸,100.0,14.2,33.8,46.1,5.0,1.0
"전국","교육정도",대졸이상,100.0,15.3,41.1,39.4,3.6,0.6
"전국","혼인상태",미? 혼,100.0,19.8,36.1,38.5,4.5,1.0
"전국","혼인상태",배우자 있음,100.0,13.7,37.6,44.1,4.0,0.6
"전국","혼인상태",사? 별,100.0,13.7,29.1,49.4,6.7,1.2
"전국","혼인상태",이? 혼,100.0,11.5,27.3,48.9,9.6,2.6
"전국","경제활동상태",취? 업,100.0,14.9,38.0,42.7,3.8,0.6
"전국","경제활동상태",실업 및 비경제활동,100.0,16.1,33.1,43.8,5.8,1.3
"전국","산업",농림어업,100.0,18.5,41.1,37.6,2.4,0.4
"전국","산업",광업·제조업,100.0,12.9,38.2,45.0,3.1,0.7
"전국","산업",사회간접자본?기타서비스업,100.0,15.1,37.7,42.4,4.1,0.6
"전국","직업",전문관리,100.0,17.6,43.9,35.2,2.7,0.6
"전국","직업",사? 무,100.0,13.8,42.3,39.9,3.4,0.5
"전국","직업",서비스판매,100.0,14.7,35.7,44.9,4.0,0.6
"전국","직업",농어업,100.0,18.6,41.4,37.5,2.3,0.2
"전국","직업",기능노무,100.0,12.9,32.5,48.8,5.1,0.7
"전국","종사상지위",임금근로자,100.0,14.7,38.2,42.5,3.9,0.7
"전국","종사상지위",고용주,100.0,15.7,41.2,39.5,3.0,0.6
"전국","종사상지위",자영자,100.0,15.6,34.5,45.4,4.0,0.5
"전국","가구소득",100만원 미만,100.0,13.8,27.5,47.1,9.2,2.4
"전국","가구소득",100∼200만원 미만,100.0,13.4,30.7,49.3,5.6,1.1
"전국","가구소득",200∼300만원 미만,100.0,14.2,33.9,46.7,4.5,0.8
"전국","가구소득",300∼400만원 미만,100.0,14.1,36.6,44.1,4.5,0.6
"전국","가구소득",400~500만원 미만,100.0,15.9,40.5,39.6,3.5,0.5
"전국","가구소득",500∼600만원 미만,100.0,18.3,41.3,37.9,2.2,0.3
"전국","가구소득",600만원 이상,100.0,19.2,42.2,34.9,3.2,0.5
"전국","연령*성별",13~19세*남자,100.0,32.2,36.9,28.0,2.2,0.7
"전국","연령*성별",13~19세*여자,100.0,30.1,37.6,28.3,3.3,0.6
"전국","연령*성별",20∼29세*남자,100.0,21.8,35.3,37.9,4.3,0.6
"전국","연령*성별",20∼29세*여자,100.0,17.3,40.6,36.7,4.7,0.8
"전국","연령*성별",30∼39세*남자,100.0,12.1,38.7,45.0,3.6,0.6
