"체류자격별","성별","행정구역(시군구)별","항목","단위","2019 년",
"총계","계","총계","지역 및 체류자격별 등록외국인 현황","명","1271807",
"총계","계","서울특별시","지역 및 체류자격별 등록외국인 현황","명","281876",
"총계","계","강남구","지역 및 체류자격별 등록외국인 현황","명","5040",
"총계","계","강동구","지역 및 체류자격별 등록외국인 현황","명","4323",
"총계","계","강북구","지역 및 체류자격별 등록외국인 현황","명","3741",
"총계","계","강서구","지역 및 체류자격별 등록외국인 현황","명","6477",
"총계","계","관악구","지역 및 체류자격별 등록외국인 현황","명","17240",
"총계","계","광진구","지역 및 체류자격별 등록외국인 현황","명","15622",
"총계","계","구로구","지역 및 체류자격별 등록외국인 현황","명","32707",
"총계","계","금천구","지역 및 체류자격별 등록외국인 현황","명","19010",
"총계","계","노원구","지역 및 체류자격별 등록외국인 현황","명","4398",
"총계","계","도봉구","지역 및 체류자격별 등록외국인 현황","명","2269",
"총계","계","동대문구","지역 및 체류자격별 등록외국인 현황","명","16829",
"총계","계","동작구","지역 및 체류자격별 등록외국인 현황","명","12949",
"총계","계","마포구","지역 및 체류자격별 등록외국인 현황","명","11890",
"총계","계","서대문구","지역 및 체류자격별 등록외국인 현황","명","13774",
"총계","계","서초구","지역 및 체류자격별 등록외국인 현황","명","4281",
"총계","계","성동구","지역 및 체류자격별 등록외국인 현황","명","8090",
"총계","계","성북구","지역 및 체류자격별 등록외국인 현황","명","12094",
"총계","계","송파구","지역 및 체류자격별 등록외국인 현황","명","6780",
"총계","계","양천구","지역 및 체류자격별 등록외국인 현황","명","4120",
"총계","계","영등포구","지역 및 체류자격별 등록외국인 현황","명","33308",
"총계","계","용산구","지역 및 체류자격별 등록외국인 현황","명","16515",
"총계","계","은평구","지역 및 체류자격별 등록외국인 현황","명","4514",
"총계","계","종로구","지역 및 체류자격별 등록외국인 현황","명","10579",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황","명","10317",
"총계","계","중랑구","지역 및 체류자격별 등록외국인 현황","명","5009",
"총계","계","부산광역시","지역 및 체류자격별 등록외국인 현황","명","45999",
"총계","계","강서구","지역 및 체류자격별 등록외국인 현황","명","5126",
"총계","계","금정구","지역 및 체류자격별 등록외국인 현황","명","4473",
"총계","계","기장군","지역 및 체류자격별 등록외국인 현황","명","1963",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황","명","5931",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황","명","1794",
"총계","계","동래구","지역 및 체류자격별 등록외국인 현황","명","967",
"총계","계","부산진구","지역 및 체류자격별 등록외국인 현황","명","2661",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황","명","2280",
"총계","계","사상구","지역 및 체류자격별 등록외국인 현황","명","4942",
"총계","계","사하구","지역 및 체류자격별 등록외국인 현황","명","4260",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황","명","1877",
"총계","계","수영구","지역 및 체류자격별 등록외국인 현황","명","1280",
"총계","계","연제구","지역 및 체류자격별 등록외국인 현황","명","826",
"총계","계","영도구","지역 및 체류자격별 등록외국인 현황","명","1661",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황","명","1934",
"총계","계","해운대구","지역 및 체류자격별 등록외국인 현황","명","4024",
"총계","계","대구광역시","지역 및 체류자격별 등록외국인 현황","명","30191",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황","명","1547",
"총계","계","달서구","지역 및 체류자격별 등록외국인 현황","명","10465",
"총계","계","달성군","지역 및 체류자격별 등록외국인 현황","명","6040",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황","명","1907",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황","명","5233",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황","명","2481",
"총계","계","수성구","지역 및 체류자격별 등록외국인 현황","명","1720",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황","명","798",
"총계","계","인천광역시","지역 및 체류자격별 등록외국인 현황","명","72259",
"총계","계","강화군","지역 및 체류자격별 등록외국인 현황","명","859",
"총계","계","계양구","지역 및 체류자격별 등록외국인 현황","명","3346",
"총계","계","남동구","지역 및 체류자격별 등록외국인 현황","명","12427",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황","명","935",
"총계","계","미추홀구","지역 및 체류자격별 등록외국인 현황","명","9632",
"총계","계","부평구","지역 및 체류자격별 등록외국인 현황","명","14549",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황","명","12859",
"총계","계","연수구","지역 및 체류자격별 등록외국인 현황","명","13177",
"총계","계","옹진군","지역 및 체류자격별 등록외국인 현황","명","225",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황","명","4250",
"총계","계","광주광역시","지역 및 체류자격별 등록외국인 현황","명","23825",
"총계","계","광산구","지역 및 체류자격별 등록외국인 현황","명","13461",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황","명","1553",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황","명","1919",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황","명","5201",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황","명","1691",
"총계","계","대전광역시","지역 및 체류자격별 등록외국인 현황","명","19109",
"총계","계","대덕구","지역 및 체류자격별 등록외국인 현황","명","2388",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황","명","5241",
"총계","계","서구","지역 및 체류자격별 등록외국인 현황","명","3804",
"총계","계","유성구","지역 및 체류자격별 등록외국인 현황","명","6143",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황","명","1533",
"총계","계","울산광역시","지역 및 체류자격별 등록외국인 현황","명","20450",
"총계","계","남구","지역 및 체류자격별 등록외국인 현황","명","5113",
"총계","계","동구","지역 및 체류자격별 등록외국인 현황","명","3450",
"총계","계","북구","지역 및 체류자격별 등록외국인 현황","명","2527",
"총계","계","울주군","지역 및 체류자격별 등록외국인 현황","명","7297",
"총계","계","중구","지역 및 체류자격별 등록외국인 현황","명","2063",
"총계","계","세종특별자치시","지역 및 체류자격별 등록외국인 현황","명","5700",
"총계","계","경기도","지역 및 체류자격별 등록외국인 현황","명","414318",
"총계","계","가평군","지역 및 체류자격별 등록외국인 현황","명","1047",
"총계","계","고양시 덕양구","지역 및 체류자격별 등록외국인 현황","명","4882",
"총계","계","고양시 일산동구","지역 및 체류자격별 등록외국인 현황","명","4301",
"총계","계","고양시 일산서구","지역 및 체류자격별 등록외국인 현황","명","3325",
"총계","계","과천시","지역 및 체류자격별 등록외국인 현황","명","173",
"총계","계","광명시","지역 및 체류자격별 등록외국인 현황","명","5942",
"총계","계","광주시","지역 및 체류자격별 등록외국인 현황","명","12986",
"총계","계","구리시","지역 및 체류자격별 등록외국인 현황","명","1490",
"총계","계","군포시","지역 및 체류자격별 등록외국인 현황","명","7010",
"총계","계","김포시","지역 및 체류자격별 등록외국인 현황","명","20335",
"총계","계","남양주시","지역 및 체류자격별 등록외국인 현황","명","7477",
"총계","계","동두천시","지역 및 체류자격별 등록외국인 현황","명","3477",
"총계","계","부천시","지역 및 체류자격별 등록외국인 현황","명","25689",
"총계","계","성남시 분당구","지역 및 체류자격별 등록외국인 현황","명","2994",
"총계","계","성남시 수정구","지역 및 체류자격별 등록외국인 현황","명","11316",
"총계","계","성남시 중원구","지역 및 체류자격별 등록외국인 현황","명","3308",
"총계","계","수원시 권선구","지역 및 체류자격별 등록외국인 현황","명","10682",
"총계","계","수원시 영통구","지역 및 체류자격별 등록외국인 현황","명","7623",
"총계","계","수원시 장안구","지역 및 체류자격별 등록외국인 현황","명","7560",
"총계","계","수원시 팔달구","지역 및 체류자격별 등록외국인 현황","명","14692",
"총계","계","시흥시","지역 및 체류자격별 등록외국인 현황","명","34697",
"총계","계","안산시 단원구","지역 및 체류자격별 등록외국인 현황","명","43688",
"총계","계","안산시 상록구","지역 및 체류자격별 등록외국인 현황","명","12779",
"총계","계","안성시","지역 및 체류자격별 등록외국인 현황","명","11802",
"총계","계","안양시 동안구","지역 및 체류자격별 등록외국인 현황","명","1769",
"총계","계","안양시 만안구","지역 및 체류자격별 등록외국인 현황","명","5651",
"총계","계","양주시","지역 및 체류자격별 등록외국인 현황","명","7464",
"총계","계","양평군","지역 및 체류자격별 등록외국인 현황","명","1500",
"총계","계","여주시","지역 및 체류자격별 등록외국인 현황","명","3576",
"총계","계","연천군","지역 및 체류자격별 등록외국인 현황","명","1015",
"총계","계","오산시","지역 및 체류자격별 등록외국인 현황","명","9696",
"총계","계","용인시 기흥구","지역 및 체류자격별 등록외국인 현황","명","5191",
"총계","계","용인시 수지구","지역 및 체류자격별 등록외국인 현황","명","3181",
"총계","계","용인시 처인구","지역 및 체류자격별 등록외국인 현황","명","10610",
"총계","계","의왕시","지역 및 체류자격별 등록외국인 현황","명","1191",
"총계","계","의정부시","지역 및 체류자격별 등록외국인 현황","명","4908",
"총계","계","이천시","지역 및 체류자격별 등록외국인 현황","명","7515",
"총계","계","파주시","지역 및 체류자격별 등록외국인 현황","명","11572",
"총계","계","평택시","지역 및 체류자격별 등록외국인 현황","명","24108",
"총계","계","포천시","지역 및 체류자격별 등록외국인 현황","명","13264",
"총계","계","하남시","지역 및 체류자격별 등록외국인 현황","명","2279",
"총계","계","화성시","지역 및 체류자격별 등록외국인 현황","명","40553",
"총계","계","강원도","지역 및 체류자격별 등록외국인 현황","명","19069",
"총계","계","강릉시","지역 및 체류자격별 등록외국인 현황","명","2469",
"총계","계","고성군","지역 및 체류자격별 등록외국인 현황","명","1132",
"총계","계","동해시","지역 및 체류자격별 등록외국인 현황","명","931",
"총계","계","삼척시","지역 및 체류자격별 등록외국인 현황","명","773",
"총계","계","속초시","지역 및 체류자격별 등록외국인 현황","명","1038",
"총계","계","양구군","지역 및 체류자격별 등록외국인 현황","명","288",
"총계","계","양양군","지역 및 체류자격별 등록외국인 현황","명","306",
"총계","계","영월군","지역 및 체류자격별 등록외국인 현황","명","281",
"총계","계","원주시","지역 및 체류자격별 등록외국인 현황","명","3645",
"총계","계","인제군","지역 및 체류자격별 등록외국인 현황","명","309",
"총계","계","정선군","지역 및 체류자격별 등록외국인 현황","명","302",
"총계","계","철원군","지역 및 체류자격별 등록외국인 현황","명","711",
"총계","계","춘천시","지역 및 체류자격별 등록외국인 현황","명","4294",
"총계","계","태백시","지역 및 체류자격별 등록외국인 현황","명","258",
"총계","계","평창군","지역 및 체류자격별 등록외국인 현황","명","471",
"총계","계","홍천군","지역 및 체류자격별 등록외국인 현황","명","915",
"총계","계","화천군","지역 및 체류자격별 등록외국인 현황","명","264",
"총계","계","횡성군","지역 및 체류자격별 등록외국인 현황","명","682",
"총계","계","충청북도","지역 및 체류자격별 등록외국인 현황","명","40714",
"총계","계","괴산군","지역 및 체류자격별 등록외국인 현황","명","986",
"총계","계","단양군","지역 및 체류자격별 등록외국인 현황","명","214",
"총계","계","보은군","지역 및 체류자격별 등록외국인 현황","명","504",
"총계","계","영동군","지역 및 체류자격별 등록외국인 현황","명","853",
"총계","계","옥천군","지역 및 체류자격별 등록외국인 현황","명","747",
"총계","계","음성군","지역 및 체류자격별 등록외국인 현황","명","9452",
"총계","계","제천시","지역 및 체류자격별 등록외국인 현황","명","1625",
"총계","계","증평군","지역 및 체류자격별 등록외국인 현황","명","779",
"총계","계","진천군","지역 및 체류자격별 등록외국인 현황","명","6073",
"총계","계","청원군","지역 및 체류자격별 등록외국인 현황","명","118",
"총계","계","청주시 상당구","지역 및 체류자격별 등록외국인 현황","명","1195",
"총계","계","청주시 서원구","지역 및 체류자격별 등록외국인 현황","명","3082",
"총계","계","청주시 청원구","지역 및 체류자격별 등록외국인 현황","명","4349",
"총계","계","청주시 흥덕구","지역 및 체류자격별 등록외국인 현황","명","5404",
"총계","계","충주시","지역 및 체류자격별 등록외국인 현황","명","5333",
"총계","계","충청남도","지역 및 체류자격별 등록외국인 현황","명","70675",
"총계","계","계룡시","지역 및 체류자격별 등록외국인 현황","명","217",
"총계","계","공주시","지역 및 체류자격별 등록외국인 현황","명","2155",
"총계","계","금산군","지역 및 체류자격별 등록외국인 현황","명","2339",
"총계","계","논산시","지역 및 체류자격별 등록외국인 현황","명","4139",
"총계","계","당진시","지역 및 체류자격별 등록외국인 현황","명","5982",
"총계","계","보령시","지역 및 체류자격별 등록외국인 현황","명","3048",
"총계","계","부여군","지역 및 체류자격별 등록외국인 현황","명","1244",
"총계","계","서산시","지역 및 체류자격별 등록외국인 현황","명","4461",
"총계","계","서천군","지역 및 체류자격별 등록외국인 현황","명","1400",
"총계","계","아산시","지역 및 체류자격별 등록외국인 현황","명","18679",
"총계","계","예산군","지역 및 체류자격별 등록외국인 현황","명","2250",
"총계","계","천안시 동남구","지역 및 체류자격별 등록외국인 현황","명","9356",
"총계","계","천안시 서북구","지역 및 체류자격별 등록외국인 현황","명","10942",
"총계","계","청양군","지역 및 체류자격별 등록외국인 현황","명","642",
"총계","계","태안군","지역 및 체류자격별 등록외국인 현황","명","1372",
"총계","계","홍성군","지역 및 체류자격별 등록외국인 현황","명","2449",
"총계","계","전라북도","지역 및 체류자격별 등록외국인 현황","명","33074",
"총계","계","고창군","지역 및 체류자격별 등록외국인 현황","명","963",
"총계","계","군산시","지역 및 체류자격별 등록외국인 현황","명","6101",
"총계","계","김제시","지역 및 체류자격별 등록외국인 현황","명","2029",
"총계","계","남원시","지역 및 체류자격별 등록외국인 현황","명","1022",
"총계","계","무주군","지역 및 체류자격별 등록외국인 현황","명","233",
"총계","계","부안군","지역 및 체류자격별 등록외국인 현황","명","855",
"총계","계","순창군","지역 및 체류자격별 등록외국인 현황","명","395",
"총계","계","완주군","지역 및 체류자격별 등록외국인 현황","명","3661",
"총계","계","익산시","지역 및 체류자격별 등록외국인 현황","명","5145",
"총계","계","임실군","지역 및 체류자격별 등록외국인 현황","명","342",
"총계","계","장수군","지역 및 체류자격별 등록외국인 현황","명","377",
"총계","계","전주시 덕진구","지역 및 체류자격별 등록외국인 현황","명","4754",
"총계","계","전주시 완산구","지역 및 체류자격별 등록외국인 현황","명","3950",
"총계","계","정읍시","지역 및 체류자격별 등록외국인 현황","명","2874",
"총계","계","진안군","지역 및 체류자격별 등록외국인 현황","명","373",
"총계","계","전라남도","지역 및 체류자격별 등록외국인 현황","명","34638",
"총계","계","강진군","지역 및 체류자격별 등록외국인 현황","명","456",
"총계","계","고흥군","지역 및 체류자격별 등록외국인 현황","명","1059",
"총계","계","곡성군","지역 및 체류자격별 등록외국인 현황","명","489",
"총계","계","광양시","지역 및 체류자격별 등록외국인 현황","명","1687",
"총계","계","구례군","지역 및 체류자격별 등록외국인 현황","명","221",
"총계","계","나주시","지역 및 체류자격별 등록외국인 현황","명","2781",
"총계","계","담양군","지역 및 체류자격별 등록외국인 현황","명","998",
"총계","계","목포시","지역 및 체류자격별 등록외국인 현황","명","3314",
"총계","계","무안군","지역 및 체류자격별 등록외국인 현황","명","1628",
"총계","계","보성군","지역 및 체류자격별 등록외국인 현황","명","488",
"총계","계","순천시","지역 및 체류자격별 등록외국인 현황","명","2124",
"총계","계","신안군","지역 및 체류자격별 등록외국인 현황","명","828",
"총계","계","여수시","지역 및 체류자격별 등록외국인 현황","명","4693",
"총계","계","영광군","지역 및 체류자격별 등록외국인 현황","명","921",
"총계","계","영암군","지역 및 체류자격별 등록외국인 현황","명","4516",
"총계","계","완도군","지역 및 체류자격별 등록외국인 현황","명","2169",
"총계","계","장성군","지역 및 체류자격별 등록외국인 현황","명","1097",
"총계","계","장흥군","지역 및 체류자격별 등록외국인 현황","명","592",
"총계","계","진도군","지역 및 체류자격별 등록외국인 현황","명","1517",
"총계","계","함평군","지역 및 체류자격별 등록외국인 현황","명","699",
"총계","계","해남군","지역 및 체류자격별 등록외국인 현황","명","1452",
"총계","계","화순군","지역 및 체류자격별 등록외국인 현황","명","909",
"총계","계","경상북도","지역 및 체류자격별 등록외국인 현황","명","58119",
"총계","계","경산시","지역 및 체류자격별 등록외국인 현황","명","11713",
"총계","계","경주시","지역 및 체류자격별 등록외국인 현황","명","11794",
"총계","계","고령군","지역 및 체류자격별 등록외국인 현황","명","1749",
"총계","계","구미시","지역 및 체류자격별 등록외국인 현황","명","4977",
"총계","계","군위군","지역 및 체류자격별 등록외국인 현황","명","538",
"총계","계","김천시","지역 및 체류자격별 등록외국인 현황","명","2391",
"총계","계","문경시","지역 및 체류자격별 등록외국인 현황","명","682",
"총계","계","봉화군","지역 및 체류자격별 등록외국인 현황","명","314",
"총계","계","상주시","지역 및 체류자격별 등록외국인 현황","명","990",
"총계","계","성주군","지역 및 체류자격별 등록외국인 현황","명","1698",
"총계","계","안동시","지역 및 체류자격별 등록외국인 현황","명","1481",
"총계","계","영덕군","지역 및 체류자격별 등록외국인 현황","명","997",
"총계","계","영양군","지역 및 체류자격별 등록외국인 현황","명","205",
"총계","계","영주시","지역 및 체류자격별 등록외국인 현황","명","1103",
"총계","계","영천시","지역 및 체류자격별 등록외국인 현황","명","3251",
"총계","계","예천군","지역 및 체류자격별 등록외국인 현황","명","564",
"총계","계","울릉군","지역 및 체류자격별 등록외국인 현황","명","168",
"총계","계","울진군","지역 및 체류자격별 등록외국인 현황","명","1496",
"총계","계","의성군","지역 및 체류자격별 등록외국인 현황","명","642",
"총계","계","청도군","지역 및 체류자격별 등록외국인 현황","명","1042",
"총계","계","청송군","지역 및 체류자격별 등록외국인 현황","명","207",
"총계","계","칠곡군","지역 및 체류자격별 등록외국인 현황","명","4038",
"총계","계","포항시 남구","지역 및 체류자격별 등록외국인 현황","명","3281",
"총계","계","포항시 북구","지역 및 체류자격별 등록외국인 현황","명","2798",
"총계","계","경상남도","지역 및 체류자격별 등록외국인 현황","명","76123",
"총계","계","거제시","지역 및 체류자격별 등록외국인 현황","명","8302",
"총계","계","거창군","지역 및 체류자격별 등록외국인 현황","명","547",
"총계","계","고성군","지역 및 체류자격별 등록외국인 현황","명","1256",
"총계","계","김해시","지역 및 체류자격별 등록외국인 현황","명","19013",
"총계","계","남해군","지역 및 체류자격별 등록외국인 현황","명","861",
"총계","계","밀양시","지역 및 체류자격별 등록외국인 현황","명","2870",
"총계","계","사천시","지역 및 체류자격별 등록외국인 현황","명","3417",
"총계","계","산청군","지역 및 체류자격별 등록외국인 현황","명","608",
"총계","계","양산시","지역 및 체류자격별 등록외국인 현황","명","6319",
"총계","계","의령군","지역 및 체류자격별 등록외국인 현황","명","765",
"총계","계","진주시","지역 및 체류자격별 등록외국인 현황","명","5219",
"총계","계","창녕군","지역 및 체류자격별 등록외국인 현황","명","2789",
"총계","계","창원시 마산합포구","지역 및 체류자격별 등록외국인 현황","명","2284",
"총계","계","창원시 마산회원구","지역 및 체류자격별 등록외국인 현황","명","2049",
"총계","계","창원시 성산구","지역 및 체류자격별 등록외국인 현황","명","3695",
"총계","계","창원시 의창구","지역 및 체류자격별 등록외국인 현황","명","3664",
"총계","계","창원시 진해구","지역 및 체류자격별 등록외국인 현황","명","3381",
"총계","계","통영시","지역 및 체류자격별 등록외국인 현황","명","3962",
"총계","계","하동군","지역 및 체류자격별 등록외국인 현황","명","525",
"총계","계","함안군","지역 및 체류자격별 등록외국인 현황","명","3498",
"총계","계","함양군","지역 및 체류자격별 등록외국인 현황","명","504",
"총계","계","합천군","지역 및 체류자격별 등록외국인 현황","명","595",
"총계","계","제주특별자치도","지역 및 체류자격별 등록외국인 현황","명","25668",
"총계","계","서귀포시","지역 및 체류자격별 등록외국인 현황","명","9123",
"총계","계","제주시","지역 및 체류자격별 등록외국인 현황","명","16545",
"총계","남자","총계","지역 및 체류자격별 등록외국인 현황","명","727281",
"총계","남자","서울특별시","지역 및 체류자격별 등록외국인 현황","명","133666",
"총계","남자","강남구","지역 및 체류자격별 등록외국인 현황","명","2539",
"총계","남자","강동구","지역 및 체류자격별 등록외국인 현황","명","2003",
"총계","남자","강북구","지역 및 체류자격별 등록외국인 현황","명","1403",
"총계","남자","강서구","지역 및 체류자격별 등록외국인 현황","명","3128",
"총계","남자","관악구","지역 및 체류자격별 등록외국인 현황","명","8185",
"총계","남자","광진구","지역 및 체류자격별 등록외국인 현황","명","6655",
"총계","남자","구로구","지역 및 체류자격별 등록외국인 현황","명","18615",
"총계","남자","금천구","지역 및 체류자격별 등록외국인 현황","명","10745",
"총계","남자","노원구","지역 및 체류자격별 등록외국인 현황","명","1887",
"총계","남자","도봉구","지역 및 체류자격별 등록외국인 현황","명","910",
"총계","남자","동대문구","지역 및 체류자격별 등록외국인 현황","명","6377",
"총계","남자","동작구","지역 및 체류자격별 등록외국인 현황","명","5730",
"총계","남자","마포구","지역 및 체류자격별 등록외국인 현황","명","4412",
"총계","남자","서대문구","지역 및 체류자격별 등록외국인 현황","명","4552",
"총계","남자","서초구","지역 및 체류자격별 등록외국인 현황","명","2142",
"총계","남자","성동구","지역 및 체류자격별 등록외국인 현황","명","3588",
"총계","남자","성북구","지역 및 체류자격별 등록외국인 현황","명","4662",
"총계","남자","송파구","지역 및 체류자격별 등록외국인 현황","명","3248",
"총계","남자","양천구","지역 및 체류자격별 등록외국인 현황","명","1833",
"총계","남자","영등포구","지역 및 체류자격별 등록외국인 현황","명","18548",
"총계","남자","용산구","지역 및 체류자격별 등록외국인 현황","명","9243",
"총계","남자","은평구","지역 및 체류자격별 등록외국인 현황","명","1832",
"총계","남자","종로구","지역 및 체류자격별 등록외국인 현황","명","4469",
"총계","남자","중구","지역 및 체류자격별 등록외국인 현황","명","4913",
"총계","남자","중랑구","지역 및 체류자격별 등록외국인 현황","명","2047",
"총계","남자","부산광역시","지역 및 체류자격별 등록외국인 현황","명","25667",
"총계","남자","강서구","지역 및 체류자격별 등록외국인 현황","명","4395",
"총계","남자","금정구","지역 및 체류자격별 등록외국인 현황","명","1796",
"총계","남자","기장군","지역 및 체류자격별 등록외국인 현황","명","1363",
"총계","남자","남구","지역 및 체류자격별 등록외국인 현황","명","2984",
"총계","남자","동구","지역 및 체류자격별 등록외국인 현황","명","871",
"총계","남자","동래구","지역 및 체류자격별 등록외국인 현황","명","319",
"총계","남자","부산진구","지역 및 체류자격별 등록외국인 현황","명","1059",
"총계","남자","북구","지역 및 체류자격별 등록외국인 현황","명","1088",
"총계","남자","사상구","지역 및 체류자격별 등록외국인 현황","명","2700",
"총계","남자","사하구","지역 및 체류자격별 등록외국인 현황","명","2660",
"총계","남자","서구","지역 및 체류자격별 등록외국인 현황","명","1210",
"총계","남자","수영구","지역 및 체류자격별 등록외국인 현황","명","607",
"총계","남자","연제구","지역 및 체류자격별 등록외국인 현황","명","305",
"총계","남자","영도구","지역 및 체류자격별 등록외국인 현황","명","1055",
"총계","남자","중구","지역 및 체류자격별 등록외국인 현황","명","1251",
"총계","남자","해운대구","지역 및 체류자격별 등록외국인 현황","명","2004",
"총계","남자","대구광역시","지역 및 체류자격별 등록외국인 현황","명","16407",
"총계","남자","남구","지역 및 체류자격별 등록외국인 현황","명","672",
"총계","남자","달서구","지역 및 체류자격별 등록외국인 현황","명","6161",
"총계","남자","달성군","지역 및 체류자격별 등록외국인 현황","명","3957",
"총계","남자","동구","지역 및 체류자격별 등록외국인 현황","명","652",
"총계","남자","북구","지역 및 체류자격별 등록외국인 현황","명","2505",
"총계","남자","서구","지역 및 체류자격별 등록외국인 현황","명","1379",
"총계","남자","수성구","지역 및 체류자격별 등록외국인 현황","명","716",
"총계","남자","중구","지역 및 체류자격별 등록외국인 현황","명","365",
"총계","남자","인천광역시","지역 및 체류자격별 등록외국인 현황","명","41155",
"총계","남자","강화군","지역 및 체류자격별 등록외국인 현황","명","573",
"총계","남자","계양구","지역 및 체류자격별 등록외국인 현황","명","1506",
"총계","남자","남동구","지역 및 체류자격별 등록외국인 현황","명","8264",
"총계","남자","동구","지역 및 체류자격별 등록외국인 현황","명","528",
"총계","남자","미추홀구","지역 및 체류자격별 등록외국인 현황","명","4861",
"총계","남자","부평구","지역 및 체류자격별 등록외국인 현황","명","7521",
"총계","남자","서구","지역 및 체류자격별 등록외국인 현황","명","8754",
"총계","남자","연수구","지역 및 체류자격별 등록외국인 현황","명","6823",
"총계","남자","옹진군","지역 및 체류자격별 등록외국인 현황","명","165",
"총계","남자","중구","지역 및 체류자격별 등록외국인 현황","명","2160",
"총계","남자","광주광역시","지역 및 체류자격별 등록외국인 현황","명","13020",
"총계","남자","광산구","지역 및 체류자격별 등록외국인 현황","명","8121",
"총계","남자","남구","지역 및 체류자격별 등록외국인 현황","명","626",
"총계","남자","동구","지역 및 체류자격별 등록외국인 현황","명","988",
"총계","남자","북구","지역 및 체류자격별 등록외국인 현황","명","2527",
"총계","남자","서구","지역 및 체류자격별 등록외국인 현황","명","758",
"총계","남자","대전광역시","지역 및 체류자격별 등록외국인 현황","명","8837",
"총계","남자","대덕구","지역 및 체류자격별 등록외국인 현황","명","1202",
"총계","남자","동구","지역 및 체류자격별 등록외국인 현황","명","2422",
"총계","남자","서구","지역 및 체류자격별 등록외국인 현황","명","1528",
"총계","남자","유성구","지역 및 체류자격별 등록외국인 현황","명","3131",
"총계","남자","중구","지역 및 체류자격별 등록외국인 현황","명","554",
"총계","남자","울산광역시","지역 및 체류자격별 등록외국인 현황","명","12338",
"총계","남자","남구","지역 및 체류자격별 등록외국인 현황","명","2655",
"총계","남자","동구","지역 및 체류자격별 등록외국인 현황","명","2277",
"총계","남자","북구","지역 및 체류자격별 등록외국인 현황","명","1504",
"총계","남자","울주군","지역 및 체류자격별 등록외국인 현황","명","5045",
"총계","남자","중구","지역 및 체류자격별 등록외국인 현황","명","857",
"총계","남자","세종특별자치시","지역 및 체류자격별 등록외국인 현황","명","3587",
"총계","남자","경기도","지역 및 체류자격별 등록외국인 현황","명","250595",
"총계","남자","가평군","지역 및 체류자격별 등록외국인 현황","명","451",
"총계","남자","고양시 덕양구","지역 및 체류자격별 등록외국인 현황","명","2334",
"총계","남자","고양시 일산동구","지역 및 체류자격별 등록외국인 현황","명","2497",
"총계","남자","고양시 일산서구","지역 및 체류자격별 등록외국인 현황","명","1640",
"총계","남자","과천시","지역 및 체류자격별 등록외국인 현황","명","82",
"총계","남자","광명시","지역 및 체류자격별 등록외국인 현황","명","2995",
"총계","남자","광주시","지역 및 체류자격별 등록외국인 현황","명","8992",
"총계","남자","구리시","지역 및 체류자격별 등록외국인 현황","명","750",
"총계","남자","군포시","지역 및 체류자격별 등록외국인 현황","명","3670",
"총계","남자","김포시","지역 및 체류자격별 등록외국인 현황","명","15890",
"총계","남자","남양주시","지역 및 체류자격별 등록외국인 현황","명","4619",
"총계","남자","동두천시","지역 및 체류자격별 등록외국인 현황","명","2029",
"총계","남자","부천시","지역 및 체류자격별 등록외국인 현황","명","13486",
"총계","남자","성남시 분당구","지역 및 체류자격별 등록외국인 현황","명","1465",
"총계","남자","성남시 수정구","지역 및 체류자격별 등록외국인 현황","명","5817",
"총계","남자","성남시 중원구","지역 및 체류자격별 등록외국인 현황","명","1596",
"총계","남자","수원시 권선구","지역 및 체류자격별 등록외국인 현황","명","5518",
"총계","남자","수원시 영통구","지역 및 체류자격별 등록외국인 현황","명","3906",
"총계","남자","수원시 장안구","지역 및 체류자격별 등록외국인 현황","명","3943",
"총계","남자","수원시 팔달구","지역 및 체류자격별 등록외국인 현황","명","8132",
"총계","남자","시흥시","지역 및 체류자격별 등록외국인 현황","명","20784",
"총계","남자","안산시 단원구","지역 및 체류자격별 등록외국인 현황","명","25966",
"총계","남자","안산시 상록구","지역 및 체류자격별 등록외국인 현황","명","6601",
"총계","남자","안성시","지역 및 체류자격별 등록외국인 현황","명","7638",
"총계","남자","안양시 동안구","지역 및 체류자격별 등록외국인 현황","명","781",
"총계","남자","안양시 만안구","지역 및 체류자격별 등록외국인 현황","명","2889",
"총계","남자","양주시","지역 및 체류자격별 등록외국인 현황","명","5600",
"총계","남자","양평군","지역 및 체류자격별 등록외국인 현황","명","679",
