"행정구역별(1)","특성별(1)",특성별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"행정구역별(1)","특성별(1)",특성별(2),계,상,- 상,- 하,중,- 상,- 하,하,- 상,- 하
"전국","전체",계,100.0,2.4,0.6,1.9,58.5,21.2,37.3,39.1,23.4,15.7
"전국","동·읍면부",동부,100.0,2.5,0.6,2.0,58.9,21.2,37.7,38.5,23.0,15.6
"전국","동·읍면부",읍면부,100.0,2.0,0.5,1.5,56.3,21.1,35.2,41.7,25.2,16.4
"전국","성별",남자,100.0,2.7,0.7,2.0,58.7,21.6,37.1,38.5,23.0,15.6
"전국","성별",여자,100.0,2.1,0.4,1.7,58.2,20.7,37.5,39.7,23.8,15.9
"전국","점유형태",자기 집,100.0,2.8,0.6,2.2,64.8,25.1,39.7,32.4,21.0,11.4
"전국","점유형태",전세,100.0,2.2,0.5,1.7,59.8,20.3,39.5,38.0,24.1,13.9
"전국","점유형태",보증금 있는 월세,100.0,1.6,0.5,1.1,38.6,10.1,28.5,59.9,30.5,29.3
"전국","점유형태",보증금 없는 월세,100.0,1.1,0.6,0.5,31.6,9.5,22.1,67.2,23.5,43.7
"전국","주택형태",단독주택,100.0,1.8,0.5,1.3,50.6,16.7,33.9,47.6,27.2,20.4
"전국","주택형태",아파트,100.0,3.2,0.7,2.5,66.1,26.3,39.8,30.7,19.4,11.2
"전국","주택형태",기 타 1,100.0,1.2,0.2,0.9,47.4,12.6,34.9,51.4,29.4,22.0
"전국","연령",13~29세,,,,,,,,,,
"전국","연령",15~29세,,,,,,,,,,
"전국","연령",19~29세,100.0,2.3,0.6,1.6,60.4,20.9,39.5,37.3,22.4,14.9
"전국","연령",30∼39세,100.0,2.0,0.5,1.5,65.2,22.8,42.4,32.9,22.1,10.8
"전국","연령",40∼49세,100.0,3.5,0.8,2.8,65.2,24.9,40.3,31.3,20.5,10.8
"전국","연령",50∼59세,100.0,2.4,0.6,1.9,58.6,22.2,36.5,38.9,23.2,15.7
"전국","연령",60세 이상,100.0,2.0,0.4,1.7,47.7,16.7,30.9,50.3,27.1,23.1
"전국","연령",65세 이상,100.0,1.9,0.3,1.6,44.6,15.2,29.3,53.6,27.9,25.7
"전국","교육정도",초졸이하,100.0,0.7,0.2,0.5,34.6,9.4,25.2,64.7,30.8,33.8
"전국","교육정도",중 졸,100.0,1.3,0.3,1.0,43.2,11.9,31.3,55.5,29.4,26.1
"전국","교육정도",고 졸,100.0,1.6,0.4,1.2,55.3,17.2,38.0,43.2,26.4,16.8
"전국","교육정도",대졸이상,100.0,4.0,0.9,3.2,72.0,30.5,41.5,24.0,16.9,7.1
"전국","혼인상태",미? 혼,100.0,2.0,0.6,1.5,55.8,18.2,37.6,42.2,24.9,17.3
"전국","혼인상태",배우자 있음,100.0,3.0,0.6,2.4,65.1,25.1,40.0,31.9,21.1,10.9
"전국","혼인상태",사? 별,100.0,0.7,0.3,0.4,35.4,10.1,25.3,63.9,30.1,33.8
"전국","혼인상태",이? 혼,100.0,0.7,0.2,0.5,29.9,6.4,23.5,69.4,32.6,36.8
"전국","경제활동상태",취? 업,100.0,2.7,0.6,2.0,62.4,22.9,39.5,35.0,22.9,12.0
"전국","경제활동상태",실업 및 비경제활동,100.0,2.0,0.4,1.6,51.6,18.1,33.5,46.4,24.2,22.2
"전국","산업",농림어업,100.0,2.3,0.7,1.6,58.5,21.0,37.5,39.1,26.2,13.0
"전국","산업",광업·제조업,100.0,1.7,0.4,1.4,65.5,23.8,41.7,32.8,21.8,11.0
"전국","산업",사회간접자본?기타서비스업,100.0,2.9,0.7,2.2,62.0,22.9,39.1,35.1,22.9,12.2
"전국","직업",전문관리,100.0,6.0,1.5,4.6,75.2,36.0,39.2,18.8,14.7,4.1
"전국","직업",사? 무,100.0,3.2,0.6,2.6,72.0,28.6,43.4,24.9,18.1,6.8
"전국","직업",서비스판매,100.0,1.7,0.5,1.2,60.4,19.4,41.0,37.9,25.3,12.6
"전국","직업",농어업,100.0,2.3,0.6,1.7,59.6,21.7,37.9,38.1,26.0,12.0
"전국","직업",기능노무,100.0,0.8,0.2,0.7,49.6,13.1,36.5,49.6,29.3,20.2
"전국","종사상지위",임금근로자,100.0,2.4,0.5,1.9,62.2,22.6,39.6,35.4,22.9,12.5
"전국","종사상지위",고용주,100.0,8.7,2.9,5.9,71.4,34.9,36.5,19.9,14.1,5.7
"전국","종사상지위",자영자,100.0,1.9,0.5,1.5,58.7,19.7,39.0,39.4,26.9,12.5
"전국","주관적 만족감",만족,100.0,5.1,1.2,4.0,74.6,36.4,38.3,20.2,13.6,6.7
"전국","주관적 만족감",보통,100.0,0.9,0.2,0.7,57.2,14.7,42.5,41.9,27.2,14.7
"전국","주관적 만족감",불만족,100.0,0.5,0.2,0.3,26.3,4.7,21.6,73.2,35.0,38.2
"전국","가구소득",100만원 미만,100.0,1.0,0.3,0.8,28.1,7.2,21.0,70.8,29.3,41.5
"전국","가구소득",100∼200만원 미만,100.0,1.0,0.3,0.7,40.6,9.8,30.8,58.4,33.1,25.3
"전국","가구소득",200∼300만원 미만,100.0,1.3,0.4,0.9,53.7,13.9,39.8,45.0,28.8,16.1
"전국","가구소득",300∼400만원 미만,100.0,1.1,0.2,0.9,64.0,18.5,45.5,34.9,24.2,10.7
"전국","가구소득",400~500만원 미만,100.0,2.0,0.5,1.5,72.7,26.6,46.1,25.3,18.1,7.2
"전국","가구소득",500∼600만원 미만,100.0,2.8,0.7,2.1,78.2,34.5,43.7,19.0,13.3,5.6
"전국","가구소득",600만원 이상,100.0,8.2,1.7,6.5,76.0,43.4,32.6,15.8,11.6,4.3
"전국","연령*성별",13~29세*남자,,,,,,,,,,
"전국","연령*성별",13~29세*여자,,,,,,,,,,
"전국","연령*성별",15~29세*남자,,,,,,,,,,
"전국","연령*성별",15~29세*여자,,,,,,,,,,
"전국","연령*성별",19∼29세*남자,100.0,2.7,0.9,1.9,55.7,17.8,37.9,41.6,23.7,18.0
"전국","연령*성별",19∼29세*여자,100.0,1.8,0.4,1.4,65.3,24.1,41.2,32.9,21.1,11.8
"전국","연령*성별",30∼39세*남자,100.0,2.1,0.6,1.5,63.3,22.5,40.9,34.6,23.5,11.0
"전국","연령*성별",30∼39세*여자,100.0,1.8,0.3,1.5,67.2,23.2,44.0,31.0,20.5,10.5
"전국","연령*성별",40∼49세*남자,100.0,3.5,0.9,2.6,65.0,24.8,40.3,31.5,19.9,11.5
"전국","연령*성별",40∼49세*여자,100.0,3.6,0.6,2.9,65.4,25.0,40.4,31.0,21.1,10.0
"전국","연령*성별",50∼59세*남자,100.0,2.9,0.7,2.2,59.5,23.2,36.3,37.6,21.6,16.1
"전국","연령*성별",50∼59세*여자,100.0,2.0,0.4,1.6,57.8,21.1,36.7,40.2,24.9,15.3
"전국","연령*성별",60세 이상*남자,100.0,2.5,0.5,2.0,51.6,19.9,31.7,45.9,25.8,20.1
"전국","연령*성별",60세 이상*여자,100.0,1.7,0.3,1.4,44.5,14.2,30.3,53.9,28.3,25.6
"전국","연령*성별",65세 이상*남자,100.0,2.4,0.3,2.1,49.3,18.6,30.7,48.3,27.1,21.2
"전국","연령*성별",65세 이상*여자,100.0,1.4,0.2,1.2,41.0,12.7,28.3,57.6,28.5,29.1
"서울특별시","전체",계,100.0,3.9,0.7,3.2,57.1,21.2,35.9,39.0,24.1,14.9
"서울특별시","성별",남자,100.0,4.4,0.8,3.6,56.8,21.7,35.1,38.7,23.5,15.2
"서울특별시","성별",여자,100.0,3.5,0.7,2.8,57.3,20.7,36.6,39.2,24.6,14.6
"부산광역시","전체",계,100.0,2.2,0.6,1.5,59.3,20.1,39.3,38.5,24.0,14.5
"부산광역시","성별",남자,100.0,2.3,0.8,1.4,59.4,20.2,39.2,38.3,23.1,15.2
"부산광역시","성별",여자,100.0,2.1,0.4,1.7,59.2,19.9,39.3,38.7,24.9,13.8
