"행정구역별(1)","특성별(1)",특성별(2),2019,2019,2019,2019,2019,2019,2019,2019
"행정구역별(1)","특성별(1)",특성별(2),계,참여한 적 있다,- 아동 청소년 노인 장애인 재소자 등,- 환경보전 범죄예방 등,- 자녀교육 등,- 국가 및 지역 행사 등,- 재해지역 주민돕기 및 시설복구 등,- 기타 일반인을 위한 봉사
"전국","전체",계,100.0,16.1,57.7,20.4,9.7,9.1,4.6,17.5
"전국","동·읍면부",동부,100.0,15.8,58.3,18.4,10.2,8.4,4.1,19.0
"전국","동·읍면부",읍면부,100.0,17.3,55.3,29.2,7.6,11.8,6.8,11.2
"전국","성별",남자,100.0,15.1,55.2,24.9,3.8,10.2,5.9,18.7
"전국","성별",여자,100.0,17.0,59.8,16.6,14.8,8.2,3.6,16.5
"전국","연령",13∼19세,100.0,76.1,56.5,20.1,,8.3,0.7,30.2
"전국","연령",20∼29세,100.0,9.9,73.4,10.3,1.0,11.4,10.9,14.6
"전국","연령",30∼39세,100.0,9.8,54.4,16.3,32.1,8.2,4.6,7.3
"전국","연령",40∼49세,100.0,15.4,53.0,16.9,29.0,8.6,4.5,6.7
"전국","연령",50∼59세,100.0,12.6,59.5,27.2,5.6,11.1,9.1,13.7
"전국","연령",60세 이상,100.0,8.1,57.1,28.8,4.6,8.8,6.9,9.9
"전국","연령",65세 이상,100.0,6.5,54.0,31.7,4.0,8.3,5.3,10.0
"전국","교육정도",초졸이하,100.0,20.6,51.2,24.5,0.6,8.9,1.3,29.3
"전국","교육정도",중 졸,100.0,31.5,56.9,22.4,1.1,7.8,1.7,25.6
"전국","교육정도",고 졸,100.0,11.1,62.1,21.4,9.4,10.5,7.0,10.5
"전국","교육정도",대졸이상,100.0,14.6,58.2,16.3,20.3,9.0,6.6,11.3
"전국","혼인상태",미? 혼,100.0,26.4,60.6,18.1,,9.1,3.1,26.3
"전국","혼인상태",배우자 있음,100.0,12.8,53.9,22.5,20.0,9.4,6.2,8.9
"전국","혼인상태",사? 별,100.0,5.8,62.9,25.3,4.2,6.7,2.8,12.9
"전국","혼인상태",이? 혼,100.0,8.4,65.2,23.0,12.4,6.6,6.9,9.9
"전국","경제활동상태",취? 업,100.0,11.9,56.8,23.1,13.5,10.1,7.3,10.4
"전국","경제활동상태",실업 및 비경제활동,100.0,22.3,58.4,18.3,6.7,8.2,2.5,23.2
"전국","산업",농림어업,100.0,15.6,29.9,62.1,1.6,9.1,9.7,3.8
"전국","산업",광업·제조업,100.0,8.2,57.6,27.0,11.6,7.8,4.6,7.4
"전국","산업",사회간접자본?기타서비스업,100.0,12.5,59.1,19.1,14.9,10.5,7.5,11.5
"전국","직업",전문관리,100.0,15.1,61.8,14.5,18.5,11.1,6.3,11.2
"전국","직업",사? 무,100.0,15.7,55.6,21.1,15.4,9.6,8.0,13.3
"전국","직업",서비스판매,100.0,11.8,63.0,20.0,10.6,9.8,5.4,9.1
"전국","직업",농어업,100.0,15.3,29.1,62.8,1.6,8.7,10.1,4.1
"전국","직업",기능노무,100.0,7.1,53.5,27.7,11.9,9.0,8.3,10.6
"전국","종사상지위",임금근로자,100.0,11.9,59.5,20.1,13.8,10.5,7.0,10.6
"전국","종사상지위",고용주,100.0,13.6,51.3,23.9,15.0,10.3,10.3,18.9
"전국","종사상지위",자영자,100.0,11.6,49.2,33.5,10.7,8.9,7.6,7.6
"전국","주관적 만족감",만족,100.0,22.6,56.6,20.8,9.7,10.3,4.4,20.0
"전국","주관적 만족감",보통,100.0,12.9,58.5,20.4,10.1,8.0,5.0,14.7
"전국","주관적 만족감",불만족,100.0,9.2,61.2,18.5,8.7,5.8,4.8,13.4
"전국","가구소득",100만원 미만,100.0,8.1,60.1,23.7,4.5,7.5,6.9,13.6
"전국","가구소득",100∼200만원 미만,100.0,11.3,53.6,24.4,4.6,8.2,5.5,19.5
"전국","가구소득",200∼300만원 미만,100.0,14.1,59.9,22.1,8.1,6.9,4.9,15.7
"전국","가구소득",300∼400만원 미만,100.0,15.9,56.1,20.2,10.8,11.1,4.5,16.2
"전국","가구소득",400~500만원 미만,100.0,19.2,57.1,19.8,11.2,9.6,4.4,18.4
"전국","가구소득",500∼600만원 미만,100.0,21.1,59.1,18.7,12.1,9.7,4.0,19.3
"전국","가구소득",600만원 이상,100.0,23.3,58.2,18.0,11.4,9.2,4.2,18.1
"전국","기부 여부",기부 참여자,100.0,28.2,60.5,20.3,12.5,10.1,6.8,12.6
"전국","기부 여부",기부 미참여자,100.0,11.9,55.4,20.5,7.4,8.3,2.9,21.5
"전국","현금기부",현금기부 참여자,100.0,28.4,60.6,20.4,12.4,10.2,6.9,12.4
"전국","물품기부",물품기부 참여자,100.0,38.4,63.4,22.6,15.9,11.4,8.6,15.4
"전국","계층의식",상층,100.0,26.1,60.1,19.6,8.0,9.4,5.3,18.9
"전국","계층의식",중층,100.0,19.8,57.5,21.2,9.5,9.4,4.6,17.9
"전국","계층의식",하층,100.0,9.5,57.9,18.0,10.5,8.1,4.7,15.8
"서울특별시","전체",계,100.0,15.8,61.3,16.7,8.7,6.6,4.5,21.2
"부산광역시","전체",계,100.0,11.4,48.9,22.5,4.3,6.8,2.1,30.0
"대구광역시","전체",계,100.0,14.5,62.0,13.2,7.9,6.6,2.0,20.8
"인천광역시","전체",계,100.0,15.0,49.3,12.2,13.6,7.6,4.0,33.4
"광주광역시","전체",계,100.0,16.3,53.3,13.9,6.6,12.0,3.3,29.6
"대전광역시","전체",계,100.0,17.3,62.6,31.6,7.5,9.2,7.2,8.1
"울산광역시","전체",계,100.0,18.4,57.7,33.0,9.0,6.8,8.5,9.1
"세종특별자치시","전체",계,100.0,22.7,50.4,26.5,21.5,11.2,3.1,11.3
"경기도","전체",계,100.0,15.1,56.0,19.0,14.6,10.5,3.2,14.2
"강원도","전체",계,100.0,17.9,53.5,23.7,5.5,9.6,9.2,21.3
"충청북도","전체",계,100.0,16.7,54.5,18.6,7.2,13.3,6.3,24.1
"충청남도","전체",계,100.0,19.5,65.1,30.4,7.3,9.4,4.7,6.8
"전라북도","전체",계,100.0,17.5,50.5,21.7,7.5,11.0,5.5,15.6
"전라남도","전체",계,100.0,19.6,54.6,22.8,5.9,15.1,3.4,10.8
"경상북도","전체",계,100.0,17.9,63.4,24.8,6.2,8.5,7.8,12.9
"경상남도","전체",계,100.0,17.7,63.4,20.1,10.1,7.7,6.2,13.3
"제주특별자치도","전체",계,100.0,18.5,56.7,36.3,8.9,8.7,7.1,6.3
